edad,clase_trabajo,peso_final,educacion,educacion_num,estado_civil,ocupacion,relacion,raza,sexo,ganancia_capital,perdida_capital,horas_por_semana,pais_origen,ingreso
46,Privado,330087,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
40,Privado,88909,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
39,Autónomo-no-incorporado,343476,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Japón,>50K
30,Gobierno-Local,182926,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Servicios-protección,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
60,Privado,142494,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
36,Privado,184112,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,45,Estados-Unidos,>50K
36,Autónomo-incorporado,77146,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
40,Autónomo-incorporado,182437,Assoc-acdm,12,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
51,Privado,90363,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
47,Privado,149700,Licenciatura,13,Casado-cónyuge-civil,Soporte-técnico,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
59,Privado,153484,Licenciatura,13,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
47,Privado,162741,Assoc-acdm,12,Casado-cónyuge-civil,Profesional-especialista,Esposa,Negro,Mujer,15024,0,40,Estados-Unidos,>50K
46,Gobierno-Federal,102308,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
35,Privado,81232,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
39,Privado,33983,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
32,Gobierno-Federal,42900,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
40,Privado,166662,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
61,Privado,170262,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,15024,0,38,Estados-Unidos,>50K
57,Privado,127728,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
48,Gobierno-Estatal,212954,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
51,Privado,221672,Maestría,14,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
62,Privado,109190,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
42,Privado,252518,Escuela-profesional,15,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
59,Privado,165922,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
57,Autónomo-incorporado,123053,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,50,India,>50K
50,Privado,98975,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
41,Privado,150755,Doctorado,16,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Canadá,>50K
43,Privado,345789,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,50,Estados-Unidos,>50K
42,Privado,119359,Escuela-profesional,15,Casado-cónyuge-civil,Ventas,Esposa,Amerindio-Esquimal,Mujer,15024,0,40,Sur,>50K
37,Privado,359001,Asociado-vocacional,11,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
46,Privado,393715,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
46,Autónomo-no-incorporado,366089,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
47,Privado,61885,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
46,Privado,121124,Assoc-acdm,12,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
43,Gobierno-Estatal,506329,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,40,desconocido,>50K
48,Privado,182541,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
43,Privado,130126,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
44,Gobierno-Local,189956,Licenciatura,13,Casado-cónyuge-civil,Servicios-protección,Esposa,Negro,Mujer,15024,0,40,Estados-Unidos,>50K
45,Privado,266860,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
43,Gobierno-Local,188291,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
52,Autónomo-incorporado,114758,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
52,desconocido,92968,Maestría,14,Casado-cónyuge-civil,desconocido,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
44,Privado,148138,Doctorado,16,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,40,Japón,>50K
47,Privado,355320,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
58,Autónomo-incorporado,89922,Asociado-vocacional,11,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
50,Privado,138852,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
54,Autónomo-incorporado,129432,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
50,Privado,145409,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
43,Privado,64631,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
45,Privado,148171,Asociado-vocacional,11,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
30,Privado,196385,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,35,Estados-Unidos,>50K
40,Autónomo-incorporado,191429,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
49,Autónomo-incorporado,58359,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
49,Autónomo-incorporado,191277,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
50,Privado,164198,Assoc-acdm,12,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Negro,Hombre,15024,0,45,Estados-Unidos,>50K
31,Privado,167725,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,48,Filipinas,>50K
53,Gobierno-Local,283602,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
34,Privado,203488,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
19,desconocido,200790,12vo grado,8,Casado-cónyuge-civil,desconocido,Otro-familiar,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
46,Gobierno-Federal,20956,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
45,Privado,148995,Licenciatura,13,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
50,Privado,43764,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
58,Privado,146477,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Grecia,>50K
57,Gobierno-Federal,42298,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Negro,Hombre,15024,0,40,Estados-Unidos,>50K
39,Privado,375452,Escuela-profesional,15,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,15024,0,48,Estados-Unidos,>50K
42,Privado,98211,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
55,Gobierno-Estatal,296991,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
32,Privado,447066,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Negro,Hombre,15024,0,50,Estados-Unidos,>50K
58,Gobierno-Federal,200042,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
31,Privado,352465,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
52,Privado,284329,Asociado-vocacional,11,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
28,Privado,312372,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Negro,Hombre,15024,0,40,Estados-Unidos,>50K
55,Gobierno-Federal,305850,Escuela-profesional,15,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
46,Privado,273575,Licenciatura,13,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
40,Autónomo-no-incorporado,237293,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
45,Autónomo-no-incorporado,176814,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
51,Gobierno-Local,133336,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
42,Privado,187720,Maestría,14,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,desconocido,>50K
48,Autónomo-incorporado,54190,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
53,Autónomo-incorporado,134793,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
46,Gobierno-Local,121124,Licenciatura,13,Casado-cónyuge-civil,Servicios-protección,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
41,Autónomo-incorporado,236021,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
42,Gobierno-Estatal,190044,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
47,Privado,120781,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,40,desconocido,>50K
51,Privado,215404,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Amerindio-Esquimal,Hombre,15024,0,40,Estados-Unidos,>50K
38,Privado,117312,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
52,Autónomo-incorporado,234286,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
49,Autónomo-no-incorporado,219718,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
54,Privado,104501,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
51,Autónomo-incorporado,100029,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
56,Autónomo-incorporado,109856,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
58,Autónomo-no-incorporado,248841,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
46,Privado,110171,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
43,Privado,212894,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
59,Privado,354037,Escuela-profesional,15,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Negro,Hombre,15024,0,50,Estados-Unidos,>50K
47,Gobierno-Local,149700,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,35,Estados-Unidos,>50K
33,Privado,182926,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
56,Gobierno-Local,381965,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
41,Privado,222596,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
64,Gobierno-Federal,388594,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,desconocido,>50K
48,Gobierno-Estatal,171926,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
61,Privado,96660,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,15024,0,34,Estados-Unidos,>50K
60,Privado,93997,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
28,Privado,285294,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposa,Negro,Mujer,15024,0,45,Estados-Unidos,>50K
54,Privado,182187,Asociado-vocacional,11,Casado-cónyuge-civil,Servicios-protección,Esposo,Negro,Hombre,15024,0,38,Jamaica,>50K
48,Privado,207277,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
31,Privado,187560,Bachillerato,9,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
38,Privado,114591,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
32,Privado,126132,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
42,Privado,383493,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
41,Autónomo-no-incorporado,153132,Escuela-profesional,15,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
44,Gobierno-Local,136986,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,35,Estados-Unidos,>50K
34,Privado,177437,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
37,Privado,19899,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
56,Privado,367984,Asociado-vocacional,11,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
38,Privado,172538,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
47,Privado,264052,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
37,Privado,588003,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
31,Privado,197886,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
47,Privado,121124,Licenciatura,13,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
55,Privado,175071,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Negro,Hombre,15024,0,40,Estados-Unidos,>50K
45,Privado,30457,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
43,Autónomo-incorporado,130126,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
61,Privado,86067,Assoc-acdm,12,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
49,Privado,187370,Maestría,14,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
39,Privado,177154,Licenciatura,13,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
54,Privado,36480,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
62,Privado,244087,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,50,Estados-Unidos,>50K
46,Autónomo-incorporado,320124,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Amerindio-Esquimal,Mujer,15024,0,40,Estados-Unidos,>50K
39,Privado,110426,Assoc-acdm,12,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,15024,0,45,Estados-Unidos,>50K
36,Gobierno-Estatal,747719,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposa,Blanco,Mujer,15024,0,50,Estados-Unidos,>50K
63,Privado,294009,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
56,Privado,122390,Asociado-vocacional,11,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
45,Autónomo-incorporado,181307,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,43,Estados-Unidos,>50K
43,Gobierno-Local,153132,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
44,Privado,201723,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
46,Gobierno-Estatal,250821,Escuela-profesional,15,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
47,Autónomo-no-incorporado,242391,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
51,Gobierno-Federal,223206,Doctorado,16,Casado-cónyuge-civil,Profesional-especialista,Esposo,Asiático-Isleño-Pacífico,Hombre,15024,0,40,Vietnam,>50K
41,Privado,122215,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,40,Estados-Unidos,>50K
37,Privado,121521,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,15024,0,45,Estados-Unidos,>50K
52,Autónomo-incorporado,287927,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,15024,0,40,Estados-Unidos,>50K
45,Privado,214627,Doctorado,16,Viudo,Profesional-especialista,Soltero,Blanco,Hombre,15020,0,40,Irán,>50K
52,Privado,99736,Maestría,14,Divorciado,Profesional-especialista,Soltero,Blanco,Hombre,15020,0,50,Estados-Unidos,>50K
62,Privado,195343,Doctorado,16,Divorciado,Profesional-especialista,Soltero,Blanco,Hombre,15020,0,50,Estados-Unidos,>50K
38,Privado,139180,Licenciatura,13,Divorciado,Profesional-especialista,Soltero,Negro,Mujer,15020,0,45,Estados-Unidos,>50K
44,Privado,343591,Bachillerato,9,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
31,Privado,220066,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,14344,0,50,Estados-Unidos,>50K
31,Privado,340917,Bachillerato,9,Nunca-casado,Artesanía-reparación,Soltero,Blanco,Hombre,14344,0,40,Estados-Unidos,>50K
45,Privado,543922,Maestría,14,Divorciado,Transporte-mudanzas,Fuera-de-familia,Blanco,Hombre,14344,0,48,Estados-Unidos,>50K
37,Privado,538443,Bachillerato,9,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,14344,0,40,Estados-Unidos,>50K
53,Gobierno-Local,221722,Maestría,14,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,14344,0,50,Estados-Unidos,>50K
23,Privado,106957,11vo grado,7,Nunca-casado,Artesanía-reparación,Hijo-propia,Asiático-Isleño-Pacífico,Hombre,14344,0,40,Vietnam,>50K
43,Privado,170525,Licenciatura,13,Divorciado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
44,Autónomo-no-incorporado,274562,Bachillerato,9,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,14344,0,40,Estados-Unidos,>50K
39,Privado,174924,Bachillerato,9,Separado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,14344,0,40,Estados-Unidos,>50K
49,Privado,149049,Algunos-cursos-universitarios,10,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,14344,0,45,Estados-Unidos,>50K
35,Privado,252897,Assoc-acdm,12,Nunca-casado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
41,Gobierno-Estatal,108945,Bachillerato,9,Nunca-casado,Transporte-mudanzas,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
35,Privado,127306,Asociado-vocacional,11,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
38,Privado,217349,Asociado-vocacional,11,Divorciado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
29,Privado,157612,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,14344,0,40,Estados-Unidos,>50K
22,Privado,233955,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Amerindio-Esquimal,Mujer,14344,0,40,Estados-Unidos,>50K
36,Privado,337039,Assoc-acdm,12,Nunca-casado,Soporte-técnico,Fuera-de-familia,Negro,Hombre,14344,0,40,Inglaterra,>50K
58,Privado,234213,Bachillerato,9,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,14344,0,48,Estados-Unidos,>50K
24,Gobierno-Local,452640,Algunos-cursos-universitarios,10,Nunca-casado,Soporte-técnico,Fuera-de-familia,Blanco,Hombre,14344,0,50,Estados-Unidos,>50K
52,Privado,146567,Bachillerato,9,Divorciado,Operador-máquina-inspector,Fuera-de-familia,Negro,Hombre,14344,0,40,Estados-Unidos,>50K
29,Privado,152461,Licenciatura,13,Nunca-casado,Profesional-especialista,Soltero,Blanco,Mujer,14344,0,50,Estados-Unidos,>50K
29,Privado,176037,Asociado-vocacional,11,Divorciado,Soporte-técnico,Fuera-de-familia,Negro,Hombre,14344,0,40,Estados-Unidos,>50K
44,Privado,147110,Algunos-cursos-universitarios,10,Divorciado,Adm-clerical,Hijo-propia,Blanco,Hombre,14344,0,40,Estados-Unidos,>50K
31,Privado,45781,Maestría,14,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,14084,0,50,Estados-Unidos,>50K
42,Privado,151408,Maestría,14,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,14084,0,50,Estados-Unidos,>50K
44,Privado,75227,Escuela-profesional,15,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,14084,0,40,Estados-Unidos,>50K
55,Privado,163083,Licenciatura,13,Separado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,14084,0,45,Estados-Unidos,>50K
30,Gobierno-Local,125159,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Negro,Hombre,14084,0,45,desconocido,>50K
36,Privado,297449,Licenciatura,13,Divorciado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,14084,0,40,Estados-Unidos,>50K
