edad,clase_trabajo,peso_final,educacion,educacion_num,estado_civil,ocupacion,relacion,raza,sexo,ganancia_capital,perdida_capital,horas_por_semana,pais_origen,ingreso
41,Privado,220531,Escuela-profesional,15,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,>50K
50,Privado,176609,Algunos-cursos-universitarios,10,Divorciado,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
25,Privado,371987,Licenciatura,13,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
50,Privado,193884,7mo-8vo grado,4,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Ecuador,<=50K
36,Privado,200352,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
31,Privado,127595,Bachillerato,9,Divorciado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
29,Gobierno-Local,220419,Licenciatura,13,Nunca-casado,Servicios-protección,Fuera-de-familia,Blanco,Hombre,0,0,56,Estados-Unidos,<=50K
21,Privado,231931,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Hijo-propia,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
27,Privado,248402,Licenciatura,13,Nunca-casado,Soporte-técnico,Soltero,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
65,Privado,111095,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,16,Estados-Unidos,<=50K
37,Autónomo-incorporado,57424,Licenciatura,13,Divorciado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,60,Estados-Unidos,<=50K
24,Privado,278130,Bachillerato,9,Nunca-casado,Artesanía-reparación,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
38,Privado,169469,Bachillerato,9,Divorciado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,80,Estados-Unidos,<=50K
21,Privado,153718,Algunos-cursos-universitarios,10,Nunca-casado,Otro-servicio,Fuera-de-familia,Asiático-Isleño-Pacífico,Mujer,0,0,25,Estados-Unidos,<=50K
31,Privado,217460,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,>50K
24,Privado,303296,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Asiático-Isleño-Pacífico,Mujer,0,0,40,Laos,<=50K
43,Privado,173321,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
26,Privado,193945,Assoc-acdm,12,Nunca-casado,Soporte-técnico,Fuera-de-familia,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
46,Privado,83082,Assoc-acdm,12,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Mujer,0,0,33,Estados-Unidos,<=50K
35,Privado,193815,Assoc-acdm,12,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
41,Autónomo-incorporado,34987,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,0,54,Estados-Unidos,>50K
26,Privado,59306,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
19,?,860348,Algunos-cursos-universitarios,10,Nunca-casado,?,Hijo-propia,Negro,Mujer,0,0,25,Estados-Unidos,<=50K
36,Autónomo-no-incorporado,205607,Licenciatura,13,Divorciado,Profesional-especialista,Fuera-de-familia,Negro,Mujer,0,0,40,Estados-Unidos,>50K
22,Privado,199698,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Hijo-propia,Blanco,Hombre,0,0,15,Estados-Unidos,<=50K
24,Privado,191954,Algunos-cursos-universitarios,10,Nunca-casado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
77,Autónomo-no-incorporado,138714,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
22,Privado,399087,5to-6to grado,3,Casado-cónyuge-civil,Operador-máquina-inspector,Otro-familiar,Blanco,Mujer,0,0,40,México,<=50K
29,Privado,423158,Algunos-cursos-universitarios,10,Nunca-casado,Soporte-técnico,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
62,Privado,159841,Bachillerato,9,Viudo,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,24,Estados-Unidos,<=50K
39,Autónomo-no-incorporado,174308,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
35,Privado,186110,Bachillerato,9,Divorciado,Transporte-mudanzas,Fuera-de-familia,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
29,Privado,200381,11vo grado,7,Nunca-casado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
76,Autónomo-no-incorporado,174309,Maestría,14,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,10,Estados-Unidos,<=50K
63,Autónomo-no-incorporado,78383,Bachillerato,9,Casado-cónyuge-civil,Agricultura-pesca,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
23,?,211601,Asociado-vocacional,11,Nunca-casado,?,Hijo-propia,Negro,Mujer,0,0,15,Estados-Unidos,<=50K
58,Autónomo-no-incorporado,321171,Bachillerato,9,Casado-cónyuge-civil,Manipuladores-limpiadores,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
41,Privado,206565,Algunos-cursos-universitarios,10,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Negro,Hombre,0,0,45,Estados-Unidos,<=50K
26,Privado,224563,Licenciatura,13,Nunca-casado,Adm-clerical,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
47,Privado,178686,Asociado-vocacional,11,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
55,Gobierno-Local,98545,10mo grado,6,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
53,Privado,242606,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
17,Privado,270942,5to-6to grado,3,Nunca-casado,Otro-servicio,Otro-familiar,Blanco,Hombre,0,0,48,México,<=50K
30,Privado,94235,Bachillerato,9,Nunca-casado,Artesanía-reparación,Otro-familiar,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
49,Privado,71195,Maestría,14,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
19,Privado,104112,Bachillerato,9,Nunca-casado,Ventas,Soltero,Negro,Hombre,0,0,30,Haití,<=50K
45,Privado,261192,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposo,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
26,Privado,94936,Assoc-acdm,12,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Privado,85043,Bachillerato,9,Nunca-casado,Agricultura-pesca,Fuera-de-familia,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
22,Gobierno-Estatal,293364,Algunos-cursos-universitarios,10,Nunca-casado,Servicios-protección,Hijo-propia,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
43,Autónomo-no-incorporado,241895,Licenciatura,13,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,42,Estados-Unidos,<=50K
67,?,36135,11vo grado,7,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,8,Estados-Unidos,<=50K
30,?,151989,Asociado-vocacional,11,Divorciado,?,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
56,Privado,101128,Assoc-acdm,12,Casado-cónyuge-ausente,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,25,Irán,<=50K
31,Privado,156464,Licenciatura,13,Nunca-casado,Profesional-especialista,Hijo-propia,Blanco,Hombre,0,0,25,Estados-Unidos,<=50K
33,Privado,117963,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
26,Privado,192262,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Privado,111363,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
46,Gobierno-Local,329752,11vo grado,7,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
59,?,372020,Licenciatura,13,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
38,Gobierno-Federal,95432,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
65,Privado,161400,11vo grado,7,Viudo,Otro-servicio,Soltero,Otro,Hombre,0,0,40,Estados-Unidos,<=50K
40,Privado,96129,Asociado-vocacional,11,Casado-cónyuge-civil,Soporte-técnico,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
42,Privado,111949,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
26,Autónomo-no-incorporado,117125,9no grado,5,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Portugal,<=50K
36,Privado,348022,10mo grado,6,Casado-cónyuge-civil,Otro-servicio,Esposa,Blanco,Mujer,0,0,24,Estados-Unidos,<=50K
62,Privado,270092,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
43,Privado,180609,Licenciatura,13,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
22,Privado,410439,Bachillerato,9,Casado-cónyuge-ausente,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,55,Estados-Unidos,<=50K
28,Privado,92262,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
56,Autónomo-no-incorporado,183081,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
22,Privado,362589,Assoc-acdm,12,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,15,Estados-Unidos,<=50K
57,Privado,212448,Licenciatura,13,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Mujer,0,0,45,Estados-Unidos,>50K
39,Privado,481060,Bachillerato,9,Divorciado,Ventas,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
26,Gobierno-Federal,185885,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Soltero,Blanco,Mujer,0,0,15,Estados-Unidos,<=50K
17,Privado,89821,11vo grado,7,Nunca-casado,Otro-servicio,Hijo-propia,Blanco,Hombre,0,0,10,Estados-Unidos,<=50K
40,Gobierno-Estatal,184018,Asociado-vocacional,11,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,38,Estados-Unidos,>50K
45,Privado,256649,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
44,Privado,160323,Bachillerato,9,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
20,Gobierno-Local,350845,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,0,0,10,Estados-Unidos,<=50K
33,Privado,267404,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
23,Privado,35633,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
46,Autónomo-no-incorporado,80914,Maestría,14,Divorciado,Ejecutivo-administrativo,Fuera-de-familia,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
38,Privado,172927,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
54,Privado,174319,Bachillerato,9,Divorciado,Transporte-mudanzas,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
25,Privado,344991,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
46,Privado,108699,Algunos-cursos-universitarios,10,Divorciado,Ventas,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
36,Gobierno-Local,117312,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Transporte-mudanzas,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
23,Privado,396099,Bachillerato,9,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,25,Estados-Unidos,<=50K
29,Privado,134152,Bachillerato,9,Separado,Operador-máquina-inspector,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
19,Privado,25429,Algunos-cursos-universitarios,10,Nunca-casado,Adm-clerical,Hijo-propia,Blanco,Mujer,0,0,16,Estados-Unidos,<=50K
19,Privado,232392,Bachillerato,9,Nunca-casado,Otro-servicio,Otro-familiar,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
35,Privado,220098,Bachillerato,9,Casado-cónyuge-civil,Otro-servicio,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,>50K
27,Privado,301302,Licenciatura,13,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
46,Autónomo-no-incorporado,277946,Assoc-acdm,12,Separado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
34,Privado,196164,Bachillerato,9,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
44,Privado,115562,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Soporte-técnico,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
45,Privado,96975,Algunos-cursos-universitarios,10,Divorciado,Manipuladores-limpiadores,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
20,?,137300,Bachillerato,9,Nunca-casado,?,Otro-familiar,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
25,Privado,86872,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,55,Estados-Unidos,>50K
52,Autónomo-incorporado,132178,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
20,Privado,416103,Algunos-cursos-universitarios,10,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
28,Privado,108574,Algunos-cursos-universitarios,10,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
50,Gobierno-Estatal,288353,Licenciatura,13,Casado-cónyuge-civil,Servicios-protección,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
34,Privado,227689,Asociado-vocacional,11,Divorciado,Soporte-técnico,Fuera-de-familia,Blanco,Mujer,0,0,64,Estados-Unidos,<=50K
28,Privado,110145,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
46,Autónomo-no-incorporado,317253,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,25,Estados-Unidos,<=50K
32,Privado,364657,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
41,Gobierno-Local,42346,Algunos-cursos-universitarios,10,Divorciado,Otro-servicio,Fuera-de-familia,Negro,Mujer,0,0,24,Estados-Unidos,<=50K
24,Privado,241951,Bachillerato,9,Nunca-casado,Manipuladores-limpiadores,Soltero,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
33,Privado,118500,Algunos-cursos-universitarios,10,Divorciado,Ejecutivo-administrativo,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
31,Gobierno-Estatal,1033222,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
35,Privado,92440,12vo grado,8,Divorciado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
52,Privado,190762,1ro-4to grado,2,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,México,<=50K
30,Privado,426017,11vo grado,7,Nunca-casado,Otro-servicio,Hijo-propia,Blanco,Mujer,0,0,19,Estados-Unidos,<=50K
34,Gobierno-Local,243867,11vo grado,7,Separado,Operador-máquina-inspector,Fuera-de-familia,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
34,Gobierno-Estatal,240283,Bachillerato,9,Divorciado,Transporte-mudanzas,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
20,Privado,61777,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Ventas,Esposo,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
32,Gobierno-Estatal,92003,Licenciatura,13,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,>50K
29,Privado,188401,Bachillerato,9,Divorciado,Agricultura-pesca,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
33,Privado,228528,10mo grado,6,Nunca-casado,Artesanía-reparación,Soltero,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
25,Privado,133373,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
23,Privado,204653,Bachillerato,9,Nunca-casado,Manipuladores-limpiadores,Fuera-de-familia,Blanco,Hombre,0,0,72,República-Dominicana,<=50K
63,Autónomo-incorporado,222289,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
47,Gobierno-Local,287480,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
80,?,107762,Bachillerato,9,Viudo,?,Fuera-de-familia,Blanco,Hombre,0,0,24,Estados-Unidos,<=50K
17,?,202521,11vo grado,7,Nunca-casado,?,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
30,Privado,29662,Assoc-acdm,12,Casado-cónyuge-civil,Otro-servicio,Esposa,Blanco,Mujer,0,0,25,Estados-Unidos,>50K
33,Privado,208405,Maestría,14,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,>50K
34,Gobierno-Local,117018,Algunos-cursos-universitarios,10,Nunca-casado,Servicios-protección,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
23,Privado,81281,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
42,Gobierno-Local,340148,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
29,Privado,363425,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
45,Privado,45857,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Mujer,0,0,28,Estados-Unidos,<=50K
24,Gobierno-Federal,191073,Bachillerato,9,Nunca-casado,Fuerzas-armadas,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
44,Privado,116632,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
27,Privado,405855,9no grado,5,Nunca-casado,Artesanía-reparación,Otro-familiar,Blanco,Hombre,0,0,40,México,<=50K
20,Privado,298227,Algunos-cursos-universitarios,10,Nunca-casado,Ventas,Fuera-de-familia,Blanco,Hombre,0,0,35,Estados-Unidos,<=50K
44,Privado,290521,Bachillerato,9,Viudo,Ejecutivo-administrativo,Soltero,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
51,Privado,56915,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Amerindio-Esquimal,Hombre,0,0,40,Estados-Unidos,<=50K
20,Privado,146538,Bachillerato,9,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
17,?,258872,11vo grado,7,Nunca-casado,?,Hijo-propia,Blanco,Mujer,0,0,5,Estados-Unidos,<=50K
19,Privado,206399,Bachillerato,9,Nunca-casado,Operador-máquina-inspector,Hijo-propia,Negro,Mujer,0,0,40,Estados-Unidos,<=50K
45,Autónomo-incorporado,197332,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,55,Estados-Unidos,>50K
60,Privado,245062,Bachillerato,9,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
42,Privado,197583,Assoc-acdm,12,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposo,Negro,Hombre,0,0,40,?,>50K
44,Autónomo-no-incorporado,234885,Bachillerato,9,Casado-cónyuge-civil,Ventas,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,>50K
40,Privado,72887,Asociado-vocacional,11,Casado-cónyuge-civil,Operador-máquina-inspector,Esposo,Asiático-Isleño-Pacífico,Hombre,0,0,40,Estados-Unidos,>50K
30,Privado,180374,Bachillerato,9,Casado-cónyuge-civil,Ejecutivo-administrativo,Esposa,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
38,Privado,351299,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Negro,Hombre,0,0,50,Estados-Unidos,<=50K
23,Privado,54012,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
32,?,115745,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
44,Privado,116632,Assoc-acdm,12,Nunca-casado,Agricultura-pesca,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
54,Gobierno-Local,288825,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Negro,Hombre,0,0,40,Estados-Unidos,<=50K
32,Privado,132601,Licenciatura,13,Casado-cónyuge-civil,Profesional-especialista,Esposo,Blanco,Hombre,0,0,50,Estados-Unidos,<=50K
50,Privado,193374,1ro-4to grado,2,Casado-cónyuge-ausente,Artesanía-reparación,Soltero,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
24,Privado,170070,Licenciatura,13,Nunca-casado,Soporte-técnico,Fuera-de-familia,Blanco,Mujer,0,0,20,Estados-Unidos,<=50K
37,Privado,126708,Bachillerato,9,Casado-cónyuge-civil,Adm-clerical,Esposa,Blanco,Mujer,0,0,60,Estados-Unidos,<=50K
52,Privado,35598,Bachillerato,9,Divorciado,Transporte-mudanzas,Soltero,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
38,Privado,33983,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
30,Privado,118551,Licenciatura,13,Casado-cónyuge-civil,Soporte-técnico,Esposa,Blanco,Mujer,0,0,16,Estados-Unidos,>50K
60,Privado,201965,Algunos-cursos-universitarios,10,Nunca-casado,Profesional-especialista,Soltero,Blanco,Hombre,0,0,40,Estados-Unidos,>50K
22,?,139883,Algunos-cursos-universitarios,10,Nunca-casado,?,Hijo-propia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
35,Privado,285020,Bachillerato,9,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
30,Privado,303990,Bachillerato,9,Nunca-casado,Transporte-mudanzas,Fuera-de-familia,Blanco,Hombre,0,0,60,Estados-Unidos,<=50K
67,Privado,49401,Asociado-vocacional,11,Divorciado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,24,Estados-Unidos,<=50K
46,Privado,279196,Licenciatura,13,Nunca-casado,Artesanía-reparación,Fuera-de-familia,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
17,Privado,211870,9no grado,5,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,6,Estados-Unidos,<=50K
22,Privado,281432,Algunos-cursos-universitarios,10,Nunca-casado,Manipuladores-limpiadores,Hijo-propia,Blanco,Hombre,0,0,30,Estados-Unidos,<=50K
27,Privado,161155,10mo grado,6,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
23,Privado,197904,Bachillerato,9,Nunca-casado,Otro-servicio,Soltero,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
33,Privado,111746,Assoc-acdm,12,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,45,Portugal,<=50K
43,Autónomo-no-incorporado,170721,Algunos-cursos-universitarios,10,Casado-cónyuge-civil,Artesanía-reparación,Esposo,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
28,Gobierno-Estatal,70100,Licenciatura,13,Nunca-casado,Profesional-especialista,Fuera-de-familia,Blanco,Hombre,0,0,20,Estados-Unidos,<=50K
41,Privado,193626,Bachillerato,9,Casado-cónyuge-ausente,Artesanía-reparación,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
25,Privado,189775,Algunos-cursos-universitarios,10,Casado-cónyuge-ausente,Adm-clerical,Hijo-propia,Negro,Mujer,0,0,20,Estados-Unidos,<=50K
63,?,401531,1ro-4to grado,2,Casado-cónyuge-civil,?,Esposo,Blanco,Hombre,0,0,35,Estados-Unidos,<=50K
59,Gobierno-Local,286967,Bachillerato,9,Casado-cónyuge-civil,Transporte-mudanzas,Esposo,Blanco,Hombre,0,0,45,Estados-Unidos,<=50K
45,Gobierno-Local,164427,Licenciatura,13,Divorciado,Profesional-especialista,Soltero,Blanco,Mujer,0,0,40,Estados-Unidos,<=50K
40,Privado,347934,Bachillerato,9,Nunca-casado,Otro-servicio,Fuera-de-familia,Blanco,Mujer,0,0,35,Estados-Unidos,<=50K
46,Gobierno-Federal,371373,Bachillerato,9,Divorciado,Adm-clerical,Fuera-de-familia,Blanco,Hombre,0,0,40,Estados-Unidos,<=50K
